area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Subramanyapura,3,Mayne A,1260,2,1,75.0
Plot  Area,Ready To Move,KR Puram,6,Coronte,1200,6,3,132.0
Super built-up  Area,Ready To Move,Whitefield,3,PaantPl,1530,3,3,73.0
Super built-up  Area,Ready To Move,HSR Layout,2,NRosete,1140,2,2,46.0
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3,AlEcone,1864,3,3,115.0
Built-up  Area,Ready To Move,Sarjapur,3,Coa It ,1575,3,3,55.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Deade A,945,2,1,45.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Klark L,1691,3,2,100.0
Built-up  Area,18-Aug,Electronic City Phase II,3,Sryalan,1220,3,1,35.25
Super built-up  Area,18-Aug,Whitefield,2,SSdhimr,1160,2,2,39.0
Super built-up  Area,Ready To Move,Vittasandra,3,Prlla C,1650,3,1,85.0
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1243,2,2,46.0
Super built-up  Area,Ready To Move,Kammagondahalli,2,DiiteR ,1263,2,1,51.5
Super built-up  Area,Ready To Move,Hennur,3,SLureSi,1345,2,1,69.0
Super built-up  Area,Ready To Move,Electronic City,3,GMown E,1360,2,1,58.0
Built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1843,3,2,85.0
Super built-up  Area,Ready To Move,Koramangala,3,KHage G,1642,2,1,115.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,44.0
Super built-up  Area,Ready To Move,Jakkur,2,HRaniIb,1290,2,1,80.04
Super built-up  Area,Ready To Move,Kaggadasapura,2,Maisehi,1361,2,2,79.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,2,NCaveun,1394,2,2,85.0
Super built-up  Area,18-May,Rajaji Nagar,2,Pumesim,1222,2,2,98.0
Super built-up  Area,Ready To Move,Hebbal,2,Mahosya,1420,2,1,99.39
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1167,2,2,64.08
Super built-up  Area,Ready To Move,Jigani,2,DLhtsen,939,2,2,39.0
Super built-up  Area,Ready To Move,Marathahalli,3,Asintas,1710,3,2,135.0
Super built-up  Area,Ready To Move,Subramanyapura,2,Srnumum,1000,2,1,45.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3,Reitice,3350,3,3,150.0
Super built-up  Area,18-Apr,Sarjapur  Road,2,PualeSk,1350,2,1,85.0
Super built-up  Area,Ready To Move,Cunningham Road,3,Lelia M,2700,3,1,501.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,Soiniy ,1718,3,2,130.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1680,3,2,112.0
Super built-up  Area,18-May,Sarjapur  Road,3,AsastDe,1157,2,1,72.0
Super built-up  Area,Ready To Move,Banashankari,3,Bregae ,1800,3,2,175.0
Super built-up  Area,Ready To Move,Jalahalli East,2,ShshaSa,1010,2,1,52.0
Super built-up  Area,18-Feb,Whitefield,2,Alsta F,1012,2,1,58.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,Soe 2as,1090,2,1,37.0
Super built-up  Area,Ready To Move,Kathriguppe,3,Prone M,1300,3,2,77.99
Super built-up  Area,Ready To Move,Amblipura,4,IDldsin,2950,4,2,250.0
Super built-up  Area,Ready To Move,Harlur,3,SrEndPo,1710,3,3,85.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,Jae 1ke,1310,2,2,53.0
Built-up  Area,Ready To Move,Hennur Gardens,3,PlhtsHe,1464,2,2,115.0
Built-up  Area,Ready To Move,Marsur,3,Asara S,715,2,1,29.0
Super built-up  Area,19-Dec,Electronic City Phase II,3,DSineSt,1625,2,2,48.75
Super built-up  Area,Ready To Move,CV Raman Nagar,2,JKmesHo,1040,2,1,50.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2,PSterAs,1205,2,1,47.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,ARomee ,980,2,2,35.0
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1098,2,1,71.0
Built-up  Area,Ready To Move,Mico Layout,2,MyeurGr,1200,2,1,53.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Ahriaup,1019,2,1,62.0
Plot  Area,Ready To Move,Anekal,3,Vaensnd,1733.5,3,1,120.0
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2,Essic C,1415,2,2,120.0
Built-up  Area,Ready To Move,Chennappa Layout,2,Mawerer,1050,2,2,45.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1452,3,3,55.6
Super built-up  Area,Ready To Move,Domlur,2,IBictnd,1246,2,1,95.0
Super built-up  Area,18-May,Electronic City Phase II,2,MJtroty,972,2,1,40.0
Super built-up  Area,21-May,Kanakpura Road,3,GolusLi,1938,3,3,92.69
Super built-up  Area,18-Jul,CV Raman Nagar,2,Pu270a ,1392,2,1,95.0
Super built-up  Area,18-Mar,Haralur Road,2,SNnia E,1225,2,1,77.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,Soweray,1750,3,2,120.0
Super built-up  Area,Ready To Move,Subramanyapura,3,Mayne A,1260,2,1,80.0
Super built-up  Area,Ready To Move,Haralur Road,2,NDionas,1285,2,1,78.0
Built-up  Area,Ready To Move,Hebbal,3,Thuse F,1590,3,2,96.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3,JSyane ,1571,3,2,65.0
Super built-up  Area,Ready To Move,Hennur,2,Shateor,1255,2,1,58.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1520,2,3,81.0
Super built-up  Area,Ready To Move,Gollahalli,2,MJlese ,1170,2,1,45.51
Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1777.26,3,2,89.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1303,2,2,55.78
Super built-up  Area,18-Mar,Yelahanka,3,Miitat ,1835,3,1,108.0
Super built-up  Area,18-Aug,Haralur Road,2,SNnia E,1225,2,1,67.48
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Ascid P,994,2,2,45.0
Super built-up  Area,Ready To Move,Thirupalya,2,Pao 2Sm,1025,2,1,65.0
Built-up  Area,Ready To Move,Marathahalli,2,VRave E,1156,2,2,52.0
Super built-up  Area,Ready To Move,JP Nagar,2,Maarkr ,1250,2,2,60.0
Built-up  Area,Ready To Move,Kundalahalli,4,Roima A,3092,4,3,230.0
Built-up  Area,Ready To Move,New Thippasandra,2,Saeraep,1020,2,1,70.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1720,3,3,150.0
Super built-up  Area,18-Jul,Hosur Road,3,PuendWe,1689,3,2,103.0
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2,Patust ,1155,2,2,69.0
Built-up  Area,18-Apr,Yelahanka,3,Hotat H,1847,3,3,92.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Srncya ,1515,2,1,76.0
Built-up  Area,Ready To Move,Sarjapur  Road,2,Srntssh,1130,2,2,55.0
Super built-up  Area,Ready To Move,Bellandur,2,Goner C,1049,2,1,51.0
Super built-up  Area,20-Jan,Badavala Nagar,3,DNncasa,1842,3,2,115.0
Super built-up  Area,20-Dec,Jakkur,2,ArndsSk,1282,2,1,72.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,PrncyRe,800,2,1,40.0
Super built-up  Area,18-Sep,Chandapura,3,SunceEs,1190,2,2,30.35
Super built-up  Area,18-May,Magadi Road,3,Vrenty ,1318,2,1,68.0
Super built-up  Area,19-Jul,Kanakpura Road,2,Soazak ,1698,2,1,105.0
Super built-up  Area,Ready To Move,Kammasandra,3,DSOakil,1276,2,1,31.9
Super built-up  Area,Ready To Move,Shikaripalya,3,Maenara,1555,2,1,67.0
Super built-up  Area,17-May,Sarjapur  Road,3,Ahriaup,1881,3,2,145.0
Super built-up  Area,18-Jul,Yelahanka,3,Miitat ,1890,3,2,109.0
Super built-up  Area,20-Dec,Old Madras Road,2,SheldGr,935,2,1,32.0
Super built-up  Area,Ready To Move,Electronic City,3,Itvir M,1160,2,2,42.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1419,2,2,48.1
Built-up  Area,Ready To Move,Bellandur,3,DSsorin,1350,2,1,63.0
Super built-up  Area,Ready To Move,Malleshwaram,3,Sariaat,2215,3,2,330.0
Super built-up  Area,Ready To Move,Attibele,2,DSvar S,996,2,1,24.9
Super built-up  Area,19-Dec,Anjanapura,2,DSapeto,1076,2,1,30.13
Super built-up  Area,Ready To Move,Kasavanhalli,3,HMonymp,1715,3,3,112.0
Super built-up  Area,Ready To Move,Hebbal,2,Srntsha,1072,2,2,45.0
Super built-up  Area,Ready To Move,Panathur,2,SVnamnd,1230,2,1,80.0
Super built-up  Area,18-Dec,Thanisandra,3,Bhe 2ko,1411,3,1,93.25
Built-up  Area,Ready To Move,Doddathoguru,3,Srtasno,1208,3,1,45.0
Super built-up  Area,18-Dec,Haralur Road,2,SNnia E,1225,2,1,69.84
Super built-up  Area,18-Sep,Hebbal,2,Arcia S,1162,2,1,69.0
Super built-up  Area,Ready To Move,Thanisandra,3,Pronyt ,1262,2,1,65.0
Built-up  Area,18-Dec,Electronic City Phase II,2,Sryalan,1160,2,1,33.51
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1340,2,2,41.0
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1162,2,1,58.0
Super built-up  Area,18-Jul,Hosa Road,2,SJerse ,1170,2,2,65.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Mailsaf,980,2,1,25.0
Super built-up  Area,20-Dec,Banashankari Stage VI,3,Brens7 ,1423,2,1,71.73
Built-up  Area,Ready To Move,Kereguddadahalli,2,Jaood G,1105,2,2,27.6
Super built-up  Area,Ready To Move,Tirumanahalli,2,AmiewLa,1255,2,1,56.7
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Shthi S,1525,2,2,65.0
Super built-up  Area,17-Aug,Babusapalaya,2,ARngsd ,1061,2,1,38.95
Super built-up  Area,18-May,Electronic City Phase II,3,Sryalan,1400,2,2,40.45
Super built-up  Area,Ready To Move,Domlur,3,Saiewas,2100,3,2,145.0
Super built-up  Area,18-Oct,Hennur Road,3,DSapeSk,2047,3,2,67.55
Super built-up  Area,Ready To Move,Hennur Road,3,SaireSa,1904,3,2,129.0
Super built-up  Area,20-Jan,Balagere,2,Soresea,1205,2,1,73.87
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1164,2,2,64.08
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,2,Vaodak ,1410,2,2,73.0
Built-up  Area,Ready To Move,Green View Layout,2,DSeme S,1150,2,1,42.0
Super built-up  Area,18-Jul,Udayapur Village,2,Plowsri,1170,2,2,53.11
Built-up  Area,Ready To Move,NRI Layout,3,Mancy R,1789,3,3,75.0
Super built-up  Area,Ready To Move,Hulimavu,2,NiarkHy,1021,2,1,76.0
Super built-up  Area,Ready To Move,Hennur Road,3,SaireSa,1981,3,1,134.0
Super built-up  Area,Ready To Move,Adugodi,2,Vencyha,1201,2,1,65.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Shthi S,970,2,1,36.0
Super built-up  Area,Ready To Move,Sarjapur,2,Sondaka,920,2,2,33.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1520,3,3,85.0
Super built-up  Area,17-Nov,Sonnenahalli,3,Skacak ,1268,2,1,75.0
Super built-up  Area,Ready To Move,Harlur,3,Prncyrn,1755,3,2,115.0
Super built-up  Area,Ready To Move,Hoskote,2,Deiveer,945,2,1,35.0
Super built-up  Area,Ready To Move,Domlur,2,IBictnd,1276,2,2,80.0
Built-up  Area,Ready To Move,Thanisandra,2,Tenetee,1234,2,2,51.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1180,2,1,75.0
Super built-up  Area,Ready To Move,ISRO Layout,3,Oaines ,1370,2,2,87.0
Super built-up  Area,18-Sep,Chandapura,2,SunceEs,1015,2,2,25.88
Super built-up  Area,18-Jul,Ramagondanahalli,2,ViistLa,1251,2,1,46.0
Super built-up  Area,19-Mar,Sarjapur  Road,2,PualeSk,1346,2,1,67.38
Built-up  Area,18-Jul,Electronic City Phase II,2,Sryalan,1090,2,1,31.48
Super built-up  Area,Ready To Move,Kanakapura,3,SPavenc,1290,2,3,51.1
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Ahriaup,1881,3,2,145.0
Super built-up  Area,19-Jul,Ramamurthy Nagar,2,Vaharvi,1050,2,1,51.66
Super built-up  Area,22-Jun,Hoodi,3,GoAirej,1660,3,2,131.0
Super built-up  Area,Ready To Move,Anandapura,2,LoLeoen,1200,2,1,50.0
Super built-up  Area,21-Dec,Talaghattapura,3,Sodgere,1804,3,2,127.0
Built-up  Area,Ready To Move,Electronic City,3,DSgmax ,1287,3,1,55.0
Built-up  Area,Ready To Move,Sarjapur  Road,2,Usquaya,1045,2,2,42.15
Super built-up  Area,Ready To Move,Whitefield,3,SLiand ,1431,3,2,85.0
Super built-up  Area,Ready To Move,Vittasandra,3,Prlla C,1650,3,2,85.5
Super built-up  Area,Ready To Move,Lavakusha Nagar,3,VRest N,1535,3,1,72.0
Super built-up  Area,21-Dec,Kanakpura Road,3,PrarePa,1300,3,2,69.0
Super built-up  Area,Ready To Move,Nallurhalli,2,Mauil T,1265,2,2,68.0
Super built-up  Area,18-May,1st Phase JP Nagar,3,Inntsth,2077,3,3,175.0
Plot  Area,Ready To Move,Sarjapur  Road,4,NVanat ,2880,3,2,211.0
Super built-up  Area,Ready To Move,Dasanapura,2,Tavenew,708,2,1,31.15
Built-up  Area,Ready To Move,Amruthahalli,3,Prentra,1450,2,1,90.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,MSopsw ,1100,2,1,65.0
Super built-up  Area,18-Sep,Bhoganhalli,2,Rosha I,1205,2,1,68.32
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1421,2,2,73.0
Super built-up  Area,19-Nov,Sarjapur  Road,2,AsastDe,984,2,1,45.91
Super built-up  Area,20-Nov,Rachenahalli,2,AsNowre,985,2,1,50.17
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,44.42
Plot  Area,Ready To Move,Electronic City,4,Aroveth,1800,3,2,700.0
Super built-up  Area,18-Apr,Dasarahalli,2,KSliaor,1333,2,1,86.65
Super built-up  Area,Ready To Move,Electronic City,2,Goty  E,1258,2,1,85.5
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3,AlEcone,1458,2,2,87.0
Built-up  Area,Ready To Move,Electronic City,2,Prarkun,1386,2,1,85.0
Built-up  Area,18-Aug,Electronic City Phase II,2,Sryalan,1140,2,1,32.92
Super built-up  Area,Ready To Move,Whitefield,4,ArsiaEx,2135,3,2,149.0
Super built-up  Area,Ready To Move,Pampa Extension,2,Stensg ,1178,2,1,80.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2,Prsorhi,991,2,2,40.0
Super built-up  Area,Ready To Move,Gottigere,3,Krryll ,1493,2,3,90.0
Super built-up  Area,Ready To Move,Subramanyapura,3,Mayne A,2495,3,3,130.0
Super built-up  Area,Ready To Move,Dasanapura,2,Tavenew,814,2,1,53.0
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1025,2,1,50.0
Super built-up  Area,21-Dec,Bannerghatta Road,2,PrarePa,1115,2,1,61.0
Super built-up  Area,Ready To Move,Whitefield,4,Prwer S,3075,2,3,188.0
Super built-up  Area,Ready To Move,Whitefield,3,BrlisCo,1760,3,2,160.0
Super built-up  Area,Ready To Move,Hanumanth Nagar,2,Saersel,1175,2,2,52.86
Super built-up  Area,Ready To Move,KR Puram,2,SLontel,1100,2,2,45.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3,HMinebo,1810,3,3,131.0
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3,Saitya ,2400,2,3,195.0
Built-up  Area,Ready To Move,Kalyan nagar,2,Satle C,1100,2,1,70.0
Super built-up  Area,20-Dec,Old Madras Road,3,Shmes O,1350,3,2,47.25
Super built-up  Area,18-Jul,Whitefield,3,Prtates,1655,3,2,110.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2,Kesomrn,1277,2,2,92.0
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1153,2,2,60.0
Built-up  Area,Ready To Move,KR Puram,5,Skdia A,3300,3,1,255.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,URncysi,1160,2,1,95.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,31.0
Built-up  Area,Ready To Move,Brookefield,2,Roeekbl,1225,2,2,72.0
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,Sanorpa,1350,3,2,60.0
Super built-up  Area,21-Oct,Kanakpura Road,3,PrarePa,1300,3,1,69.0
Super built-up  Area,18-Dec,Channasandra,2,MVisear,830,2,1,36.28
Super built-up  Area,Ready To Move,Hennur Road,2,Maity W,1155,2,1,69.18
Super built-up  Area,Ready To Move,Jalahalli,2,Kuownri,905,2,2,55.0
Super built-up  Area,Ready To Move,Kannamangala,2,VBownre,957,2,1,55.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2,NaensGa,890,2,2,45.0
Super built-up  Area,Ready To Move,KR Puram,4,Thessmm,3000,4,2,235.0
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1070,2,1,55.0
Plot  Area,Ready To Move,Bendiganahalli,5,Brersld,2400,5,1,150.0
Super built-up  Area,Ready To Move,Rachenahalli,2,ArariGo,925,2,1,37.0
Built-up  Area,Ready To Move,Kammasandra,2,Vicony ,1415,2,2,60.0
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1225,2,1,37.0
Super built-up  Area,18-Dec,Thanisandra,3,Bhe 2ko,1732,3,1,112.0
Super built-up  Area,Ready To Move,Bhoganhalli,2,Srhemay,1260,2,1,69.9
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,SrncyRe,1370,2,1,54.79
Super built-up  Area,Ready To Move,Whitefield,3,AjhalNa,1725,3,2,106.0
Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700,2,1,34.0
Super built-up  Area,Ready To Move,Shanthi Pura,2,ShtonDw,800,2,1,32.0
Super built-up  Area,Ready To Move,Sonnenahalli,3,DSgam S,1415,2,1,65.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,3,Puarero,1976,3,1,145.0
Super built-up  Area,Ready To Move,Sarjapur,3,Coa 3t ,1445,3,1,50.0
Super built-up  Area,19-Dec,Battarahalli,3,PaontWa,2082,3,2,104.0
Super built-up  Area,Ready To Move,HSR Layout,2,NRosete,1140,2,2,46.0
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,933,2,1,66.0
Super built-up  Area,Ready To Move,Whitefield,2,SMuilan,1130,2,1,36.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,SradeSr,1555,3,2,125.0
Super built-up  Area,Ready To Move,Bellandur,3,CVnetnc,1420,3,2,62.0
Carpet  Area,18-Dec,Bhoganhalli,2,Rosha I,896.9,2,1,78.74
Built-up  Area,Ready To Move,KR Puram,2,SViseun,1035,2,2,40.0
Super built-up  Area,Ready To Move,Keshava Nagar,3,ETens G,1839,3,3,160.0
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,44.0
Super built-up  Area,Ready To Move,Gunjur Palya,2,Evvan V,993,2,2,42.0
Super built-up  Area,Ready To Move,Hoodi,2,Siiewag,1225,2,1,45.0
Built-up  Area,Ready To Move,Sompura,2,Suiseit,825,2,1,32.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3,SJmesst,1800,3,3,92.0
Super built-up  Area,21-Mar,Kanakpura Road,2,GolusLi,1167,2,1,63.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1330,2,1,58.0
Super built-up  Area,Ready To Move,Koramangala,2,Proodt ,1320,2,1,160.0
Super built-up  Area,18-Apr,Banashankari,3,Bregae ,1770,3,3,108.0
Super built-up  Area,Ready To Move,Prithvi Layout,3,Prigh L,2100,3,3,125.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,SoapeSu,1419.59,2,1,65.0
Super built-up  Area,18-Dec,Kannamangala,3,Sonue A,1536,3,1,107.0
Built-up  Area,Ready To Move,Koramangala,3,K ncy R,1710,3,2,210.0
Carpet  Area,Ready To Move,JP Nagar,3,Saacy A,2400,3,3,196.0
Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1342,2,1,72.0
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1820,3,2,99.0
Super built-up  Area,Ready To Move,Bhoganhalli,4,Pride S,2439,4,3,170.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,Puestol,1665,3,2,78.0
Built-up  Area,Ready To Move,Bommanahalli,2,Alarke ,1091,2,1,40.0
Super built-up  Area,18-Apr,Sarjapur  Road,2,PualeSk,1346,2,1,74.03
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Brway G,1720,3,2,224.0
Built-up  Area,Ready To Move,Brookefield,4,Goodsrb,3675,4,3,176.0
Super built-up  Area,Ready To Move,Hebbal,2,Prersis,1299,2,1,97.0
Super built-up  Area,Ready To Move,Yelahanka,3,Niareum,1491,3,2,85.0
Super built-up  Area,Ready To Move,Doctors Layout,2,Mavelr ,1125,2,1,55.0
Built-up  Area,Ready To Move,Electronic City,3,Emodsel,1275,3,1,70.0
Plot  Area,Ready To Move,Sarjapur  Road,5,AdlasRe,10000,4,2,975.0
Super built-up  Area,Ready To Move,Old Madras Road,2,Sastaat,1330,2,2,74.0
Built-up  Area,Ready To Move,Harlur,4,Prncyrn,2569,4,1,175.0
Super built-up  Area,Ready To Move,Bhoganhalli,3,Prsun S,1707,3,2,115.0
Super built-up  Area,18-Apr,Tumkur Road,3,Sahtsva,1240,2,1,83.0
Super built-up  Area,19-Dec,JP Nagar,2,Shestut,1300,2,1,91.65
Super built-up  Area,Ready To Move,Ambalipura,2,SJodsed,1700,2,2,76.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1383,2,2,76.18
Super built-up  Area,Ready To Move,KR Puram,2,CiaksRi,1116,2,1,45.0
Super built-up  Area,18-Dec,Whitefield,3,Asarqz ,1639,3,2,107.0
Super built-up  Area,Ready To Move,Hosur Road,3,Saageat,2289,3,3,180.0
Built-up  Area,Ready To Move,Horamavu Agara,2,SLoraFl,1080,2,1,38.0
Super built-up  Area,Ready To Move,Electronic City,2,YCnce R,1110,2,1,39.9
Plot  Area,18-Mar,Hormavu,3,Prageta,1800,3,1,204.0
Super built-up  Area,Ready To Move,AECS Layout,2,CMard B,1005,2,1,55.0
Super built-up  Area,Ready To Move,Basapura,2,Krtiqa ,1100,2,1,60.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1590,3,2,57.0
Super built-up  Area,18-Jul,Hosa Road,2,Mahesr ,1161,2,1,55.15
Super built-up  Area,17-Jun,Electronic City,3,Prarkun,1644,3,2,92.59
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,NCaveun,1205,2,1,85.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Ely 3Em,1270,2,2,62.0
Super built-up  Area,Ready To Move,Jigani,3,DLhtsan,1221,3,3,70.0
Built-up  Area,Ready To Move,Hoysalanagar,3,RKntsrt,840,2,2,35.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339,2,2,63.0
Super built-up  Area,Ready To Move,Haralur Road,2,DSimaUl,1315,2,1,85.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2,Prityel,850,2,1,27.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1600,2,2,110.0
Built-up  Area,Ready To Move,Electronic City,2,Prhtsua,1250,2,1,62.0
Super built-up  Area,Ready To Move,Motappa Layout,3,Puodse ,1312,2,1,56.5
Built-up  Area,Ready To Move,Electronic City Phase II,2,Prngshi,1300,2,2,28.0
Plot  Area,Ready To Move,Ambedkar Nagar,4,Thessrm,5000,4,2,536.0
Super built-up  Area,Ready To Move,Kadugodi,3,InadeAr,1614,2,2,59.0
Super built-up  Area,Ready To Move,Basava Nagar,3,Prvaska,1182,2,1,60.1
Super built-up  Area,Ready To Move,Avalahalli,2,PyonsCa,1053,2,1,46.29
Super built-up  Area,Ready To Move,Gubbalala,3,MauilTr,2000,3,3,125.0
Super built-up  Area,18-Dec,Hennur Road,3,Shxorm ,1590,3,2,105.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,Keave E,1260,2,1,62.0
Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1702,3,2,107.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1080,2,2,65.0
Super built-up  Area,Ready To Move,Tumkur Road,2,Mairer ,1035,2,1,39.0
Super built-up  Area,18-Aug,Hennur Road,2,DSeldpr,1200,2,1,36.0
Super built-up  Area,20-Oct,Kanakpura Road,3,PrarePa,1300,3,1,69.0
Super built-up  Area,19-Apr,Yelahanka,2,LedorSa,1330,2,1,93.65
Super built-up  Area,Ready To Move,Kaggalipura,3,Baowsig,1210,2,1,65.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,3,SyOnen ,1900,2,2,65.0
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3,BrlonAv,1410,3,3,90.0
Super built-up  Area,Ready To Move,Narayanapura,2,AriosHe,1469,2,2,99.14
Super built-up  Area,Ready To Move,Varthur,2,Hirio L,986,2,1,30.0
Super built-up  Area,Ready To Move,RBI Layout,3,Sasicha,1460,2,2,87.0
Super built-up  Area,19-Jan,Chandra Layout,3,TiaksAa,1260,2,2,85.05
Super built-up  Area,Ready To Move,Chandapura,3,Riiew L,1345,2,2,39.5
Super built-up  Area,Ready To Move,Panathur,2,Isncasa,980,2,1,57.0
